root_id,score,step,odor_identity,side,super_class,cell_class,cell_type,hemibrain_type,top_nt,abs_score
720575940637946968,0.0004490922,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.0004490922
720575940649536121,0.0004490922,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.0004490922
720575940623689148,0.0004485373,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.0004485373
720575940606452681,0.00044510653,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00044510653
720575940630419983,0.00044451028,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00044451028
720575940630170967,0.00044435507,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00044435507
720575940622169471,0.00044277037,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00044277037
720575940604131296,0.00044098147,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00044098147
720575940637769088,0.00043879228,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00043879228
720575940644554606,0.00043845735,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00043845735
720575940629529088,0.00043667672,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00043667672
720575940624521022,0.00043627652,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00043627652
720575940606892162,0.00043626098,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00043626098
720575940614183218,0.00043626098,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00043626098
720575940617038849,0.00043626098,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00043626098
720575940619298865,0.00043626098,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00043626098
720575940621729171,0.00043626098,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00043626098
720575940622861960,0.00043626098,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00043626098
720575940624599939,0.00043626098,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00043626098
720575940631584057,0.00043626098,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00043626098
720575940634236015,0.00043626098,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00043626098
720575940635150990,0.00043626098,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00043626098
720575940635668592,0.00043626098,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00043626098
720575940636224142,0.00043626098,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00043626098
720575940654491553,0.00043626098,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00043626098
720575940631624673,0.00043386675,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00043386675
720575940621331621,0.00043214325,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00043214325
720575940625427210,0.00042959466,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00042959466
720575940624839257,0.00042942318,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00042942318
720575940639127861,0.0004286717,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.0004286717
720575940646783284,0.00042662135,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00042662135
720575940618418085,0.0004260332,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.0004260332
720575940604132710,0.0004234298,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.0004234298
720575940619977566,0.0004234298,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.0004234298
720575940629172736,0.0004234298,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.0004234298
720575940631880217,0.0004234298,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.0004234298
720575940634195448,0.0004234298,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.0004234298
720575940604131296,0.00042342974,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00042342974
720575940615134918,0.00042342974,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00042342974
720575940621312033,0.00042342974,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00042342974
720575940623002087,0.00042342974,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00042342974
720575940626287644,0.00042342974,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00042342974
720575940626526218,0.00042342974,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00042342974
720575940637704765,0.00042342974,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00042342974
720575940619693003,0.00042245546,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00042245546
720575940629787244,0.0004220797,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.0004220797
720575940608663765,0.00041485878,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00041485878
720575940630452495,0.00041217133,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00041217133
720575940622005025,0.00041133817,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00041133817
720575940605841074,0.00041059856,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00041059856
720575940609747780,0.00041059856,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00041059856
720575940610690162,0.00041059856,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00041059856
720575940617825344,0.00041059856,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00041059856
720575940617845076,0.00041059856,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00041059856
720575940619863174,0.00041059856,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00041059856
720575940623786421,0.00041059856,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00041059856
720575940625800741,0.00041059856,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00041059856
720575940626161154,0.00041059856,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00041059856
720575940627741562,0.00041059856,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00041059856
720575940632592429,0.00041059856,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00041059856
720575940632718291,0.00041059856,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00041059856
720575940637725272,0.00041059856,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00041059856
720575940611548821,0.00041002306,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00041002306
720575940623530474,0.00040604503,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00040604503
720575940637964772,0.00040495864,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00040495864
720575940621312033,0.00040197722,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00040197722
720575940626161154,0.0004005314,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.0004005314
720575940623103487,0.00039924076,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00039924076
